,t
2140,8.04
2141,8.03
2142,8.03
2143,8.02
2144,8.01
2145,8.0
2146,8.0
2147,8.0
2148,8.01
2149,8.03
2150,8.06
2151,8.12
2152,8.18
2153,8.24
2154,8.29
2155,8.32
2156,8.31
2157,8.27
2158,8.24
2159,8.21
2160,8.19
2161,8.17
2162,8.14
2163,8.12
2164,8.11
2165,8.1
2166,8.1
2167,8.09
2168,8.09
2169,8.08
2170,8.11
2171,8.15
2172,8.17
2173,8.04
2174,8.2
2175,8.1
2176,8.26
2177,8.28
2178,8.16
2179,8.34
2180,8.38
2181,8.41
2182,8.43
2183,8.44
2184,8.44
2185,8.43
2186,8.42
2187,8.42
2188,8.41
2189,8.41
2190,8.39
2191,8.38
2192,8.36
2193,8.35
2194,8.38
2195,8.38
2196,8.37
2197,8.35
2198,8.37
2199,8.37
2200,8.36
2201,8.37
2202,8.39
2203,8.39
2204,8.39
2205,8.39
2206,8.41
2207,8.41
2208,8.42
2209,8.27
2210,8.4
2211,8.4
2212,8.38
2213,8.37
2214,8.35
2215,8.34
2216,8.34
2217,8.33
2218,8.34
2219,8.37
2220,8.37
2221,8.36
2222,8.38
2223,7.71
2224,8.49
2225,8.54
2226,8.57
2227,8.59
2228,8.59
2229,8.55
2230,8.5
2231,8.46
2232,8.41
2233,8.37
2234,8.34
2235,8.31
2236,8.29
2237,8.28
2238,8.26
2239,8.25
2240,8.24
2241,8.23
2242,8.23
2243,8.25
2244,8.27
2245,8.29
2246,8.33
2247,8.4
2248,8.46
2249,8.51
2250,8.54
2251,7.83
2252,6.13
2253,7.83
2254,8.54
2255,8.52
2256,8.49
2257,8.46
2258,8.46
2259,8.47
2260,8.48
2261,8.49
2262,8.49
2263,8.5
2264,8.51
2265,8.54
2266,8.54
2267,8.53
2268,8.54
2269,8.58
2270,8.48
2271,8.66
2272,8.69
2273,8.71
2274,8.74
2275,8.75
2276,8.77
2277,8.78
2278,8.78
2279,8.79
2280,8.79
2281,8.78
2282,8.78
2283,8.79
2284,8.77
2285,8.76
2286,8.76
2287,8.78
2288,8.79
2289,8.8
2290,8.8
2291,8.8
2292,8.8
2293,8.81
2294,8.82
2295,8.83
2296,8.84
2297,8.83
2298,8.83
2299,8.83
2300,8.82
2301,8.8
2302,8.78
2303,8.75
2304,8.74
2305,8.74
2306,8.75
2307,8.78
2308,8.79
2309,8.8
2310,8.79
2311,8.79
2312,8.8
2313,8.81
2314,8.83
2315,8.86
2316,8.88
2317,8.92
2318,8.96
2319,9.0
2320,9.04
2321,9.07
2322,9.1
2323,9.1
2324,9.1
2325,9.1
2326,9.05
2327,8.97
2328,8.93
2329,8.89
2330,8.85
2331,8.81
2332,8.78
2333,8.76
2334,8.6
2335,8.74
2336,8.76
2337,8.78
2338,8.81
2339,8.86
2340,8.9
2341,8.86
2342,8.13
2343,8.74
2344,8.91
2345,8.36
2346,9.0
2347,9.01
2348,8.99
2349,8.97
2350,8.8
2351,8.93
2352,8.92
2353,8.9
2354,8.88
2355,8.87
2356,8.86
2357,8.85
2358,8.84
2359,8.83
2360,8.83
2361,8.83
2362,8.87
2363,8.89
2364,8.91
2365,8.95
2366,8.99
2367,9.02
2368,9.06
2369,9.1
2370,9.14
2371,9.16
2372,9.18
2373,9.16
2374,9.14
2375,9.12
2376,9.1
2377,9.08
2378,9.07
2379,9.07
2380,9.06
2381,9.05
2382,9.03
2383,9.03
2384,9.03
2385,9.07
2386,9.1
2387,9.11
2388,9.13
2389,9.15
2390,9.16
2391,9.2
2392,9.23
2393,9.26
2394,9.28
2395,9.28
2396,9.29
2397,9.32
2398,9.33
2399,9.32
2400,9.3
2401,9.27
2402,9.26
2403,9.24
2404,9.23
2405,9.22
2406,9.21
2407,9.2
2408,9.19
2409,9.2
2410,9.2
2411,9.2
2412,9.22
2413,8.93
2414,9.1
2415,9.26
2416,9.27
2417,9.26
2418,9.26
2419,9.25
2420,9.24
2421,9.25
2422,9.26
2423,9.23
2424,9.19
2425,9.14
2426,9.1
2427,9.07
2428,9.04
2429,9.01
2430,8.99
2431,8.97
2432,8.95
2433,8.96
2434,8.96
2435,8.96
2436,8.98
2437,9.0
2438,9.0
2439,9.02
2440,9.05
2441,9.09
2442,9.1
2443,9.1
2444,9.11
2445,9.13
2446,9.12
2447,9.07
2448,9.01
2449,8.96
2450,8.91
2451,8.87
2452,8.83
2453,8.8
2454,8.77
2455,8.76
2456,8.75
2457,8.74
2458,8.74
2459,8.76
2460,8.79
2461,8.85
2462,8.89
2463,8.95
2464,9.01
2465,9.06
2466,9.08
2467,9.09
2468,9.08
2469,9.06
2470,9.04
2471,9.02
2472,8.97
2473,8.93
2474,8.91
2475,8.89
2476,8.88
2477,8.87
2478,8.88
2479,8.88
2480,8.89
2481,8.88
2482,8.88
2483,8.89
2484,8.9
2485,8.91
2486,8.91
2487,8.93
2488,8.98
2489,9.03
2490,9.09
2491,9.11
2492,9.13
2493,9.14
2494,9.13
2495,9.08
2496,9.04
2497,9.0
2498,8.97
2499,8.93
2500,8.9
2501,8.88
2502,8.86
2503,8.84
2504,8.83
2505,8.68
2506,8.84
2507,8.87
2508,8.73
2509,8.88
2510,8.89
2511,8.91
2512,8.92
2513,8.93
2514,8.95
2515,8.95
2516,8.98
2517,9.02
2518,9.03
2519,9.03
2520,9.01
2521,9.0
2522,8.99
2523,8.99
2524,9.01
2525,9.02
2526,9.03
2527,9.03
2528,9.05
2529,9.09
2530,9.11
2531,9.11
2532,9.13
2533,9.16
2534,8.88
2535,9.23
2536,9.27
2537,9.32
2538,9.36
2539,9.39
2540,9.41
2541,9.41
2542,9.41
2543,9.4
2544,9.37
2545,9.35
2546,9.35
2547,9.34
2548,9.33
2549,9.32
2550,9.3
2551,9.29
2552,9.3
2553,9.3
2554,9.29
2555,9.29
2556,9.32
2557,9.37
2558,5.65
2559,9.46
2560,9.52
2561,9.57
2562,9.62
2563,9.66
2564,9.68
2565,9.68
2566,9.67
2567,9.64
2568,9.58
2569,9.54
2570,9.51
2571,9.55
2572,9.56
2573,9.56
2574,9.57
2575,9.58
2576,9.59
2577,9.63
2578,9.67
2579,9.58
2580,9.79
2581,9.81
2582,9.68
2583,9.72
2584,9.58
2585,9.28
2586,9.83
2587,9.55
2588,10.1
2589,10.11
2590,10.08
2591,10.05
2592,10.0
2593,9.96
2594,9.93
2595,9.89
2596,9.87
2597,9.87
2598,9.85
2599,9.85
2600,9.87
2601,9.87
2602,9.89
2603,9.9
2604,9.92
2605,9.79
2606,9.99
2607,10.01
2608,10.04
2609,10.07
2610,10.12
2611,10.14
2612,10.16
2613,10.17
2614,10.17
2615,10.15
2616,10.13
2617,9.78
2618,9.94
2619,10.1
2620,10.11
2621,10.11
2622,10.11
2623,10.11
2624,10.11
2625,10.11
2626,10.12
2627,10.13
2628,10.14
2629,10.15
2630,10.17
2631,10.21
2632,10.25
2633,10.27
2634,10.28
2635,10.28
2636,10.28
2637,10.27
2638,10.26
2639,10.25
2640,10.07
2641,10.24
2642,10.24
2643,10.24
2644,10.23
2645,10.23
2646,10.24
2647,10.24
2648,10.24
2649,10.24
2650,10.25
2651,10.27
2652,10.3
2653,10.37
2654,10.42
2655,10.47
2656,10.5
2657,10.53
2658,10.55
2659,10.55
2660,10.53
2661,10.52
2662,10.48
2663,10.45
2664,10.41
2665,10.39
2666,10.37
2667,10.36
2668,10.35
2669,10.33
2670,10.32
2671,10.32
2672,10.32
2673,10.32
2674,10.33
2675,10.36
2676,10.39
2677,10.43
2678,10.48
2679,10.52
2680,10.55
2681,10.59
2682,10.61
2683,10.65
2684,10.66
2685,10.65
2686,10.63
2687,10.62
2688,10.63
2689,10.62
2690,10.62
2691,10.62
2692,10.63
2693,10.63
2694,10.63
2695,10.64
2696,10.63
2697,10.63
2698,10.64
2699,10.65
2700,10.65
2701,10.49
2702,10.69
2703,10.7
2704,10.73
2705,10.58
2706,10.75
2707,10.77
2708,10.78
2709,10.79
2710,10.82
2711,10.86
2712,10.89
2713,10.94
2714,10.98
2715,10.98
2716,10.99
2717,11.0
2718,10.98
2719,11.0
2720,11.02
2721,11.05
2722,10.9
2723,11.13
2724,11.19
2725,11.27
2726,11.34
2727,10.82
2728,11.22
2729,10.87
2730,11.47
2731,11.48
2732,11.46
2733,11.43
2734,11.38
2735,11.31
2736,11.26
2737,11.22
2738,11.2
2739,11.2
2740,11.19
2741,11.18
2742,11.17
2743,10.97
2744,11.16
2745,11.15
2746,10.78
2747,11.18
2748,11.22
2749,11.24
2750,11.28
2751,11.26
2752,11.28
2753,10.54
2754,11.32
2755,10.97
2756,11.34
2757,11.34
2758,11.34
2759,11.34
2760,11.35
2761,11.37
2762,11.37
2763,11.37
2764,11.36
2765,11.35
2766,11.36
2767,11.37
2768,11.41
2769,10.86
2770,11.46
2771,11.3
2772,11.36
2773,11.59
2774,10.48
2775,11.32
2776,10.74
2777,11.72
2778,11.35
2779,11.76
2780,11.76
2781,11.72
2782,11.65
2783,11.6
2784,11.55
2785,11.51
2786,11.49
2787,11.48
2788,11.45
2789,11.44
2790,11.45
2791,11.09
2792,11.49
2793,11.52
2794,11.56
2795,11.61
2796,11.66
2797,11.72
2798,11.78
2799,11.85
2800,11.88
2801,11.88
2802,11.87
2803,11.84
2804,11.8
2805,11.77
2806,11.74
2807,11.71
2808,10.31
2809,11.65
2810,11.63
2811,11.6
2812,11.59
2813,11.58
2814,11.57
2815,11.6
2816,11.63
2817,11.68
2818,11.72
2819,11.75
2820,11.01
2821,11.88
2822,11.95
2823,11.99
2824,12.02
2825,12.04
2826,12.06
2827,12.06
2828,12.04
2829,12.02
2830,11.99
2831,11.96
2832,11.95
2833,11.95
2834,11.96
2835,11.97
2836,11.98
2837,12.0
2838,12.03
2839,11.84
2840,10.79
2841,11.96
2842,12.01
2843,12.08
2844,12.13
2845,11.95
2846,12.0
2847,12.27
2848,12.35
2849,12.01
2850,12.26
2851,12.47
2852,12.42
2853,12.39
2854,12.34
2855,12.09
2856,12.27
2857,12.24
2858,12.21
2859,12.22
2860,12.22
2861,12.22
2862,12.21
2863,12.23
2864,12.27
2865,12.32
2866,12.37
2867,12.41
2868,12.48
2869,12.57
2870,12.62
2871,12.68
2872,12.71
2873,12.72
2874,12.54
2875,12.79
2876,12.79
2877,12.78
2878,12.75
2879,12.72
2880,12.69
2881,12.65
2882,12.63
2883,12.6
2884,12.57
2885,12.55
2886,12.53
2887,12.53
2888,12.55
2889,12.59
2890,12.62
2891,12.67
2892,12.71
2893,12.76
2894,12.8
2895,12.84
2896,12.85
2897,12.87
2898,12.89
2899,12.91
2900,12.91
2901,12.89
2902,12.83
2903,12.76
2904,12.69
2905,12.63
2906,12.6
2907,12.56
2908,12.52
2909,12.5
2910,12.49
2911,12.52
2912,12.58
2913,12.65
2914,12.69
2915,12.77
2916,12.84
2917,12.9
2918,12.93
2919,12.91
2920,12.93
2921,12.97
2922,13.03
2923,13.06
2924,13.05
2925,13.03
2926,13.01
2927,12.97
2928,12.93
2929,12.9
2930,12.87
2931,12.85
2932,12.84
2933,12.81
2934,12.8
2935,12.82
2936,12.86
2937,12.9
2938,12.94
2939,13.01
2940,13.05
2941,13.1
2942,13.11
2943,13.12
2944,13.14
2945,13.19
2946,13.22
2947,13.23
2948,13.24
2949,13.21
2950,13.18
2951,13.14
2952,13.12
2953,13.09
2954,13.04
2955,13.01
2956,12.98
2957,12.96
2958,12.95
2959,12.96
2960,13.0
2961,13.03
2962,13.08
2963,13.15
2964,13.23
2965,13.31
2966,13.39
2967,13.45
2968,13.48
2969,13.48
2970,13.47
2971,13.45
2972,13.41
2973,13.37
2974,13.31
2975,13.24
2976,13.2
2977,13.16
2978,13.12
2979,13.08
2980,13.05
2981,13.02
2982,13.0
2983,13.0
2984,13.02
2985,13.04
2986,13.07
2987,13.12
2988,13.16
2989,13.19
2990,13.23
2991,13.29
2992,13.36
2993,13.43
2994,13.46
2995,13.44
2996,13.39
2997,13.35
2998,13.33
2999,13.29
3000,13.26
3001,13.25
3002,13.24
3003,13.22
3004,13.21
3005,13.21
3006,13.21
3007,13.21
3008,13.25
3009,13.31
3010,13.39
3011,13.47
3012,13.54
3013,13.6
3014,13.4
3015,13.42
3016,13.67
3017,13.66
3018,13.66
3019,13.67
3020,13.64
3021,13.59
3022,13.52
3023,13.44
3024,13.4
3025,13.15
3026,13.36
3027,13.37
3028,13.37
3029,13.38
3030,13.39
3031,13.44
3032,13.53
3033,13.63
3034,13.73
3035,13.82
3036,13.88
3037,13.94
3038,14.0
3039,14.06
3040,14.1
3041,14.13
3042,14.14
3043,14.15
3044,14.12
3045,14.09
3046,14.06
3047,14.01
3048,13.97
3049,13.94
3050,13.93
3051,13.91
3052,13.89
3053,13.87
3054,13.85
3055,13.87
3056,13.93
3057,14.01
3058,14.09
3059,13.92
3060,14.24
3061,14.32
3062,14.4
3063,14.46
3064,14.5
3065,14.54
3066,14.58
3067,14.59
3068,14.6
3069,14.58
3070,14.53
3071,14.45
3072,14.36
3073,14.31
3074,14.28
3075,14.27
3076,14.26
3077,14.26
3078,14.26
3079,14.29
3080,14.33
3081,14.41
3082,14.49
3083,14.53
3084,14.54
3085,14.56
3086,14.61
3087,14.62
3088,14.62
3089,14.6
3090,14.58
3091,14.57
3092,14.57
3093,14.56
3094,14.55
3095,14.55
3096,14.57
3097,14.58
3098,14.61
3099,14.62
3100,14.62
3101,14.62
3102,14.62
3103,14.62
3104,14.62
3105,14.63
3106,14.63
3107,14.66
3108,14.66
3109,14.66
3110,14.69
3111,14.71
3112,14.73
3113,14.75
3114,14.78
3115,14.76
3116,14.77
3117,14.8
3118,14.85
3119,14.89
3120,14.91
3121,14.9
3122,14.88
3123,14.88
3124,14.89
3125,14.91
3126,14.92
3127,14.93
3128,14.95
3129,15.0
3130,15.06
3131,15.15
3132,15.24
3133,15.32
3134,15.42
3135,15.52
3136,15.61
3137,15.66
3138,15.69
3139,15.67
3140,15.64
3141,15.59
3142,15.56
3143,15.53
3144,15.49
3145,15.46
3146,15.43
3147,15.38
3148,15.34
3149,15.31
3150,15.27
3151,15.24
3152,15.23
3153,15.22
3154,15.24
3155,15.27
3156,15.29
3157,15.33
3158,15.39
3159,15.45
3160,15.5
3161,15.54
3162,15.57
3163,15.6
3164,15.61
3165,15.59
3166,15.53
3167,15.47
3168,15.44
3169,15.42
3170,15.42
3171,15.44
3172,15.44
3173,15.43
3174,15.43
3175,15.44
3176,15.47
3177,15.51
3178,15.55
3179,15.61
3180,15.68
3181,15.74
3182,15.81
3183,15.88
3184,15.93
3185,16.0
3186,16.05
3187,16.04
3188,16.01
3189,15.96
3190,15.87
3191,15.78
3192,15.71
3193,15.67
3194,15.63
3195,15.61
3196,15.59
3197,15.58
3198,15.58
3199,15.61
3200,15.66
3201,15.7
3202,15.77
3203,15.82
3204,15.87
3205,15.9
3206,15.68
3207,16.0
3208,16.02
3209,16.04
3210,16.07
3211,16.1
3212,16.1
3213,16.1
3214,16.09
3215,16.06
3216,16.04
3217,16.02
3218,16.01
3219,16.0
3220,16.0
3221,15.99
3222,15.97
3223,15.95
3224,15.94
3225,15.97
3226,15.98
3227,16.03
3228,16.07
3229,14.77
3230,14.79
3231,15.93
3232,16.26
3233,16.3
3234,16.36
3235,16.4
3236,16.4
3237,16.37
3238,16.33
3239,16.27
3240,16.2
3241,16.14
3242,16.09
3243,16.04
3244,16.0
3245,15.98
3246,15.71
3247,16.02
3248,16.06
3249,16.1
3250,15.88
3251,16.21
3252,16.27
3253,16.33
3254,16.36
3255,16.41
3256,16.46
3257,16.5
3258,16.53
3259,16.53
3260,16.51
3261,16.46
3262,16.41
3263,16.34
3264,15.77
3265,16.28
3266,16.22
3267,16.17
3268,16.11
3269,16.06
3270,16.02
3271,16.03
3272,16.09
3273,16.19
3274,16.31
3275,16.41
3276,16.55
3277,16.66
3278,16.74
3279,16.84
3280,16.93
3281,17.0
3282,17.07
3283,17.1
3284,17.12
3285,17.1
3286,17.08
3287,17.04
3288,17.0
3289,16.97
3290,16.93
3291,16.92
3292,16.89
3293,16.86
3294,16.85
3295,16.28
3296,16.86
3297,16.88
3298,16.89
3299,16.92
3300,16.96
3301,17.0
3302,17.03
3303,17.04
3304,17.07
3305,17.1
3306,17.12
3307,17.09
3308,17.06
3309,17.05
3310,17.06
3311,17.05
3312,17.05
3313,17.05
3314,17.06
3315,17.06
3316,17.05
3317,17.04
3318,17.04
3319,17.04
3320,17.06
3321,17.1
3322,17.12
3323,17.15
3324,17.22
3325,17.26
3326,17.3
3327,17.35
3328,17.38
3329,17.37
3330,17.36
3331,17.35
3332,17.35
3333,17.34
3334,17.31
3335,17.26
3336,17.21
3337,17.19
3338,17.16
3339,17.14
3340,17.15
3341,17.16
3342,17.17
3343,17.18
3344,17.2
3345,17.22
3346,17.25
3347,17.28
3348,17.31
3349,17.36
3350,17.4
3351,17.49
3352,17.52
3353,17.54
3354,17.62
3355,17.65
3356,17.71
3357,17.73
3358,17.7
3359,17.65
3360,17.59
3361,17.54
3362,17.49
3363,17.44
3364,17.4
3365,17.36
3366,17.34
3367,17.32
3368,17.31
3369,17.31
3370,17.3
3371,17.3
3372,17.33
3373,17.37
3374,17.39
3375,17.44
3376,17.48
3377,16.04
3378,14.92
3379,17.29
3380,17.61
3381,17.59
3382,17.55
3383,17.5
3384,17.43
3385,17.37
3386,17.32
3387,17.28
3388,17.24
3389,17.2
3390,17.16
3391,17.14
3392,17.11
3393,17.1
3394,17.12
3395,17.15
3396,16.6
3397,17.19
3398,17.22
3399,17.25
3400,17.27
3401,17.33
3402,17.41
3403,17.46
3404,17.46
3405,17.44
3406,17.42
3407,16.8
3408,17.32
3409,17.27
3410,17.23
3411,17.19
3412,17.14
3413,17.1
3414,17.06
3415,17.03
3416,17.0
3417,16.96
3418,16.93
3419,16.93
3420,16.95
3421,16.98
3422,17.01
3423,17.02
3424,17.07
3425,17.11
3426,17.17
3427,17.2
3428,17.21
3429,17.21
3430,17.18
3431,17.13
3432,17.1
3433,17.09
3434,17.08
3435,17.06
3436,17.04
3437,17.03
3438,17.0
3439,16.99
3440,16.97
3441,16.96
3442,16.96
3443,16.97
3444,17.0
3445,17.06
3446,17.09
3447,17.13
3448,17.16
3449,17.18
3450,16.64
3451,17.24
3452,17.24
3453,17.21
3454,17.15
3455,17.08
3456,17.02
3457,16.98
3458,16.95
3459,16.93
3460,16.91
3461,16.9
3462,16.88
3463,16.88
3464,16.88
3465,16.88
3466,16.88
3467,16.9
3468,16.92
3469,16.94
3470,16.96
3471,16.99
3472,17.02
3473,17.04
3474,17.09
3475,17.14
3476,17.13
3477,17.09
3478,17.04
3479,16.96
3480,16.91
3481,16.87
3482,16.85
3483,16.84
3484,16.83
3485,16.83
3486,16.83
3487,16.83
3488,16.82
3489,16.82
3490,16.84
3491,16.89
3492,16.96
3493,17.03
3494,17.11
3495,17.2
3496,17.29
3497,17.35
3498,17.34
3499,17.34
3500,17.34
3501,17.35
3502,17.37
3503,17.38
3504,17.4
3505,17.41
3506,17.43
3507,17.44
3508,17.46
3509,17.47
3510,17.5
3511,17.52
3512,17.54
3513,17.55
3514,17.55
3515,17.55
3516,17.56
3517,17.57
3518,17.58
3519,17.59
3520,17.63
3521,17.68
3522,17.73
3523,17.77
3524,17.81
3525,17.81
3526,17.78
3527,17.75
3528,17.71
3529,17.67
3530,17.64
3531,17.62
3532,17.61
3533,17.6
3534,17.6
3535,17.59
3536,17.59
3537,17.59
3538,17.59
3539,16.99
3540,16.98
3541,17.57
3542,17.61
3543,17.64
3544,17.69
3545,17.77
3546,17.85
3547,17.92
3548,18.0
3549,18.05
3550,18.09
3551,18.11
3552,18.12
3553,18.15
3554,18.16
3555,18.16
3556,18.15
3557,18.14
3558,18.12
3559,18.09
3560,17.76
3561,17.74
3562,18.03
3563,18.01
3564,18.02
3565,18.01
3566,18.01
3567,18.01
3568,18.02
3569,18.02
3570,18.03
3571,18.03
3572,18.03
3573,18.03
3574,18.01
3575,18.01
3576,17.4
3577,18.0
3578,17.98
3579,17.96
3580,17.93
3581,17.89
3582,17.86
3583,17.84
3584,17.81
3585,17.79
3586,17.77
3587,17.18
3588,16.32
3589,17.85
3590,17.88
3591,17.89
3592,17.88
3593,17.89
3594,17.9
3595,17.88
3596,17.85
3597,17.8
3598,17.73
3599,17.66
3600,17.6
3601,17.55
3602,17.5
3603,17.46
3604,17.42
3605,17.39
3606,17.36
3607,17.34
3608,17.32
3609,17.32
3610,16.76
3611,17.08
3612,17.4
3613,17.43
3614,17.46
3615,17.49
3616,17.53
3617,17.57
3618,17.59
3619,17.59
3620,17.6
3621,17.6
3622,17.58
3623,17.52
3624,17.48
3625,17.45
3626,17.42
3627,17.39
3628,17.37
3629,17.34
3630,17.32
3631,17.3
3632,17.3
3633,17.29
3634,17.3
3635,17.3
3636,17.3
3637,17.3
3638,13.63
3639,17.46
3640,17.53
3641,17.57
3642,17.61
3643,17.63
3644,17.64
3645,17.65
3646,17.63
3647,17.6
3648,17.58
3649,17.55
3650,17.53
3651,17.49
3652,17.46
3653,17.44
3654,17.41
3655,17.39
3656,17.38
3657,17.35
3658,17.35
3659,17.36
3660,17.1
3661,17.46
3662,17.51
3663,17.57
3664,16.17
3665,17.68
3666,17.72
3667,17.74
3668,17.76
3669,16.29
3670,17.75
3671,17.74
3672,17.41
3673,17.69
3674,17.67
3675,17.66
3676,17.64
3677,17.61
3678,17.58
3679,17.55
3680,17.52
3681,17.5
3682,17.51
3683,17.54
3684,17.58
3685,17.33
3686,17.67
3687,17.41
3688,17.73
3689,17.76
3690,17.52
3691,16.98
3692,17.9
3693,17.89
3694,17.87
3695,17.83
3696,17.8
3697,17.48
3698,17.74
3699,17.72
3700,17.7
3701,17.69
3702,17.67
3703,17.66
3704,17.65
3705,17.68
3706,17.72
3707,17.78
3708,17.56
3709,17.65
3710,18.04
3711,18.15
3712,18.26
3713,18.36
3714,18.44
3715,18.47
3716,18.47
3717,18.45
3718,18.4
3719,18.31
3720,18.2
3721,18.13
3722,18.07
3723,18.04
3724,18.03
3725,18.02
3726,18.01
3727,18.01
3728,18.0
3729,17.69
3730,16.5
3731,18.04
3732,18.12
3733,18.23
3734,18.31
3735,18.41
3736,18.49
3737,18.56
3738,18.07
3739,18.81
3740,18.88
3741,18.87
3742,18.82
3743,18.76
3744,18.74
3745,18.72
3746,18.72
3747,18.71
3748,18.69
3749,18.66
3750,18.63
3751,18.62
3752,18.6
3753,18.61
3754,18.64
3755,18.69
3756,18.74
3757,18.81
3758,18.91
3759,19.03
3760,19.15
3761,19.26
3762,19.31
3763,18.35
3764,19.29
3765,19.23
3766,19.16
3767,19.08
3768,18.99
3769,18.91
3770,18.86
3771,18.82
3772,18.78
3773,18.77
3774,18.76
3775,18.77
3776,18.8
3777,18.83
3778,18.87
3779,18.91
3780,18.97
3781,19.03
3782,19.07
3783,19.1
3784,19.14
3785,19.19
3786,19.23
3787,19.27
3788,19.29
3789,19.29
3790,19.28
3791,19.25
3792,19.24
3793,19.23
3794,19.22
3795,19.18
3796,19.16
3797,19.14
3798,19.14
3799,19.14
3800,19.2
3801,19.26
3802,19.34
3803,19.44
3804,19.55
3805,19.64
3806,19.74
3807,19.86
3808,19.95
3809,19.98
3810,19.96
3811,19.93
3812,19.88
3813,19.8
3814,19.72
3815,19.64
3816,19.56
3817,19.51
3818,18.5
3819,19.44
3820,19.41
3821,19.38
3822,19.36
3823,19.36
3824,19.4
3825,19.45
3826,19.49
3827,19.55
3828,19.6
3829,19.68
3830,19.76
3831,19.83
3832,19.88
3833,19.59
3834,19.64
3835,20.0
3836,19.99
3837,19.98
3838,19.93
3839,19.88
3840,19.83
3841,19.78
3842,19.72
3843,19.67
3844,19.61
3845,19.56
3846,19.52
3847,19.5
3848,19.52
3849,19.57
3850,19.65
3851,19.73
3852,19.82
3853,19.96
3854,20.06
3855,20.14
3856,20.23
3857,20.3
3858,19.71
3859,20.47
3860,20.52
3861,20.53
3862,20.51
3863,20.48
3864,20.46
3865,20.42
3866,20.35
3867,20.3
3868,20.25
3869,20.21
3870,20.2
3871,20.21
3872,20.24
3873,20.27
3874,20.33
3875,20.38
3876,20.45
3877,19.17
3878,20.6
3879,19.64
3880,20.76
3881,20.83
3882,20.92
3883,20.99
3884,21.07
3885,21.14
3886,21.19
3887,21.22
3888,21.23
3889,21.2
3890,21.15
3891,21.08
3892,21.03
3893,20.98
3894,20.94
3895,20.9
3896,20.87
3897,20.84
3898,20.82
3899,20.82
3900,20.83
3901,20.84
3902,20.86
3903,20.88
3904,20.89
3905,20.92
3906,20.96
3907,20.98
3908,21.0
3909,21.04
3910,21.09
3911,21.15
3912,21.18
3913,21.17
3914,21.13
3915,21.1
3916,21.1
3917,21.1
3918,21.09
3919,21.09
3920,21.09
3921,21.12
3922,21.1
3923,21.09
3924,21.1
3925,21.16
3926,21.15
3927,21.17
3928,21.2
3929,21.22
3930,21.24
3931,21.25
3932,21.25
3933,21.22
3934,21.18
3935,21.11
3936,21.04
3937,20.96
3938,20.9
3939,19.78
3940,20.74
3941,20.68
3942,20.61
3943,20.55
3944,20.52
3945,20.5
3946,20.5
3947,20.53
3948,20.58
3949,19.98
3950,20.73
3951,20.76
3952,20.78
3953,20.83
3954,20.87
3955,20.88
3956,20.89
3957,20.89
3958,20.84
3959,20.78
3960,20.72
3961,20.67
3962,20.62
3963,20.57
3964,20.54
3965,20.51
3966,20.49
3967,20.49
3968,20.5
3969,20.51
3970,20.53
3971,20.55
3972,20.6
3973,20.67
3974,20.74
3975,20.84
3976,20.92
3977,20.98
3978,21.02
3979,21.01
3980,21.0
3981,20.96
3982,20.91
3983,20.86
3984,20.79
3985,20.74
3986,20.69
3987,20.65
3988,20.62
3989,20.6
3990,20.58
3991,20.58
3992,20.57
3993,20.57
3994,20.58
3995,20.57
3996,20.58
3997,20.61
3998,20.65
3999,20.69
4000,20.74
4001,20.79
4002,20.82
4003,20.81
4004,20.79
4005,20.76
4006,20.72
4007,20.67
4008,20.65
4009,20.62
4010,20.6
4011,20.58
4012,20.57
4013,20.56
4014,20.55
4015,20.55
4016,20.54
4017,20.53
4018,20.52
4019,20.52
4020,20.5
4021,20.48
4022,20.47
4023,19.77
4024,19.77
4025,20.43
4026,20.41
4027,20.39
4028,20.36
4029,20.33
4030,20.3
4031,20.29
4032,20.31
4033,20.33
4034,20.36
4035,20.38
4036,20.41
4037,20.43
4038,20.45
4039,20.47
4040,20.48
4041,20.48
4042,19.8
4043,20.49
4044,20.5
4045,20.53
4046,20.55
4047,20.59
4048,20.63
4049,19.98
4050,20.72
4051,20.79
4052,20.88
4053,20.98
4054,21.06
4055,21.14
4056,21.18
4057,21.17
4058,21.14
4059,21.09
4060,21.04
4061,20.99
4062,20.97
4063,21.0
4064,21.06
4065,21.12
4066,21.18
4067,21.24
4068,20.59
4069,21.33
4070,21.32
4071,21.34
4072,21.37
4073,21.43
4074,21.5
4075,20.46
4076,21.55
4077,21.57
4078,21.59
4079,21.57
4080,21.53
4081,21.47
4082,21.41
4083,21.36
4084,21.34
4085,21.31
4086,21.3
4087,21.3
4088,21.28
4089,21.24
4090,21.16
4091,20.38
4092,21.03
4093,20.28
4094,19.55
4095,20.94
4096,20.94
4097,20.94
4098,20.96
4099,20.97
4100,20.97
4101,20.95
4102,20.92
4103,20.85
4104,20.75
4105,20.63
4106,20.49
4107,20.34
4108,20.19
4109,20.02
4110,19.9
4111,19.81
4112,19.76
4113,19.71
4114,19.7
4115,19.71
4116,19.7
4117,19.73
4118,19.77
4119,19.83
4120,19.88
4121,19.93
4122,19.99
4123,20.04
4124,20.08
4125,20.12
4126,20.13
4127,20.12
4128,20.09
4129,20.06
4130,20.05
4131,20.05
4132,20.07
4133,20.09
4134,20.1
4135,20.14
4136,20.21
4137,20.27
4138,20.33
