,t
11701,10.92
11702,10.93
11703,10.91
11704,10.9
11705,10.88
11706,10.86
11707,10.84
11708,10.82
11709,10.77
11710,10.73
11711,10.72
11712,10.71
11713,10.68
11714,10.66
11715,10.69
11716,10.75
11717,10.83
11718,10.88
11719,10.92
11720,10.97
11721,11.02
11722,11.07
11723,11.11
11724,11.14
11725,11.18
11726,11.2
11727,11.23
11728,11.26
11729,11.29
11730,11.33
11731,11.38
11732,11.41
11733,11.41
11734,11.38
11735,11.35
11736,11.32
11737,11.28
11738,11.23
11739,11.15
11740,11.07
11741,10.98
11742,10.92
11743,10.89
11744,10.88
11745,10.89
11746,10.92
11747,10.96
11748,11.01
11749,11.08
11750,11.13
11751,11.18
11752,11.23
11753,11.25
11754,11.26
11755,11.25
11756,11.23
11757,11.23
11758,11.25
11759,11.26
11760,11.25
11761,11.25
11762,11.23
11763,11.22
11764,11.2
11765,11.2
11766,11.2
11767,11.21
11768,11.24
11769,11.25
11770,11.25
11771,11.27
11772,11.31
11773,11.34
11774,11.38
11775,11.43
11776,11.5
11777,11.53
11778,11.55
11779,11.57
11780,11.57
11781,11.53
11782,11.49
11783,11.45
11784,11.41
11785,11.39
11786,11.36
11787,11.35
11788,11.33
11789,11.32
11790,11.31
11791,11.31
11792,11.32
11793,11.34
11794,11.36
11795,11.37
11796,11.38
11797,11.39
11798,11.4
11799,11.42
11800,11.44
11801,11.45
11802,11.51
11803,11.56
11804,11.6
11805,11.63
11806,11.64
11807,11.61
11808,11.57
11809,11.52
11810,11.49
11811,11.47
11812,11.47
11813,11.47
11814,11.46
11815,11.46
11816,11.47
11817,11.47
11818,11.5
11819,11.52
11820,11.56
11821,11.6
11822,11.62
11823,11.66
11824,11.69
11825,11.75
11826,11.82
11827,11.89
11828,11.92
11829,11.95
11830,11.93
11831,11.9
11832,11.86
11833,11.85
11834,11.84
11835,11.84
11836,11.84
11837,11.85
11838,11.85
11839,11.86
11840,11.88
11841,11.9
11842,11.92
11843,11.94
11844,11.95
11845,11.97
11846,11.97
11847,11.96
11848,11.96
11849,12.0
11850,11.99
11851,12.0
11852,12.0
11853,12.0
11854,11.98
11855,11.94
11856,11.93
11857,11.91
11858,11.9
11859,11.9
11860,11.91
11861,11.91
11862,11.91
11863,11.91
11864,11.92
11865,11.93
11866,11.95
11867,11.96
11868,11.98
11869,11.99
11870,11.97
11871,11.99
11872,12.01
11873,12.02
11874,12.04
11875,12.04
11876,12.05
11877,12.07
11878,12.08
11879,12.06
11880,12.04
11881,12.03
11882,12.02
11883,12.01
11884,12.01
11885,12.01
11886,12.0
11887,11.99
11888,11.99
11889,11.99
11890,11.99
11891,11.98
11892,11.97
11893,11.97
11894,11.99
11895,12.0
11896,12.01
11897,12.04
11898,12.09
11899,12.13
11900,12.16
11901,12.19
11902,12.2
11903,12.19
11904,12.17
11905,12.13
11906,12.11
11907,12.1
11908,12.1
11909,12.11
11910,12.11
11911,12.11
11912,12.12
11913,12.12
11914,12.11
11915,12.11
11916,12.12
11917,12.16
11918,12.21
11919,12.25
11920,12.28
11921,12.3
11922,12.29
11923,12.28
11924,12.26
11925,12.22
11926,12.18
11927,12.14
11928,12.11
11929,12.1
11930,12.11
11931,12.12
11932,12.14
11933,12.15
11934,12.16
11935,12.19
11936,12.21
11937,12.22
11938,12.25
11939,12.27
11940,12.29
11941,12.32
11942,12.35
11943,12.38
11944,12.41
11945,12.44
11946,12.48
11947,12.5
11948,12.48
11949,12.46
11950,12.43
11951,12.41
11952,12.39
11953,12.37
11954,12.36
11955,12.34
11956,12.33
11957,12.31
11958,12.3
11959,12.3
11960,12.3
11961,12.32
11962,12.34
11963,12.36
11964,12.4
11965,12.45
11966,12.5
11967,12.57
11968,12.64
11969,12.71
11970,12.81
11971,12.9
11972,12.98
11973,13.01
11974,12.99
11975,12.94
11976,12.91
11977,12.9
11978,12.88
11979,12.87
11980,12.86
11981,12.84
11982,12.83
11983,12.81
11984,12.8
11985,12.81
11986,12.82
11987,12.84
11988,12.85
11989,12.85
11990,12.84
11991,12.84
11992,12.83
11993,12.83
11994,12.81
11995,12.8
11996,12.79
11997,12.77
11998,12.74
11999,12.7
12000,12.65
12001,12.62
12002,12.61
12003,12.63
12004,12.66
12005,12.68
12006,12.7
12007,12.7
12008,12.71
12009,12.72
12010,12.72
12011,12.73
12012,12.74
12013,12.76
12014,12.77
12015,12.78
12016,12.79
12017,12.78
12018,12.78
12019,12.79
12020,12.79
12021,12.79
12022,12.77
12023,12.73
12024,12.69
12025,12.7
12026,12.71
12027,12.73
12028,12.75
12029,12.77
12030,12.79
12031,12.8
12032,12.82
12033,12.84
12034,12.85
12035,12.86
12036,12.9
12037,12.91
12038,12.93
12039,12.94
12040,12.96
12041,13.0
12042,13.05
12043,13.08
12044,13.08
12045,13.08
12046,13.08
12047,13.1
12048,13.13
12049,13.15
12050,13.17
12051,13.19
12052,13.19
12053,13.2
12054,13.2
12055,13.21
12056,13.21
12057,13.21
12058,13.19
12059,13.19
12060,13.2
12061,13.21
12062,13.23
12063,13.22
12064,13.24
12065,13.31
12066,13.39
12067,13.46
12068,13.51
12069,13.51
12070,13.48
12071,13.44
12072,13.41
12073,13.38
12074,13.36
12075,13.34
12076,13.33
12077,13.3
12078,13.29
12079,13.28
12080,13.26
12081,13.25
12082,13.25
12083,13.26
12084,13.27
12085,13.31
12086,13.34
12087,13.4
12088,13.45
12089,13.48
12090,13.5
12091,13.54
12092,13.58
12093,13.59
12094,13.58
12095,13.57
12096,13.58
12097,13.59
12098,13.59
12099,13.59
12100,13.58
12101,13.57
12102,13.56
12103,13.55
12104,13.52
12105,13.49
12106,13.48
12107,13.48
12108,13.5
12109,13.55
12110,13.61
12111,13.67
12112,13.76
12113,13.84
12114,13.9
12115,13.91
12116,13.89
12117,13.86
12118,13.82
12119,13.78
12120,13.76
12121,13.73
12122,13.72
12123,13.71
12124,13.69
12125,13.67
12126,13.67
12127,13.66
12128,13.65
12129,13.63
12130,13.63
12131,13.66
12132,13.71
12133,13.79
12134,13.83
12135,13.82
12136,13.84
12137,13.84
12138,13.86
12139,13.88
12140,13.87
12141,13.83
12142,13.78
12143,13.72
12144,13.66
12145,13.62
12146,13.58
12147,13.54
12148,13.52
12149,13.5
12150,13.49
12151,13.5
12152,13.49
12153,13.49
12154,13.49
12155,13.51
12156,13.55
12157,13.55
12158,13.55
12159,13.55
12160,13.56
12161,13.59
12162,13.62
12163,13.65
12164,13.68
12165,13.67
12166,13.64
12167,13.6
12168,13.55
12169,13.51
12170,13.47
12171,13.45
12172,13.44
12173,13.44
12174,13.45
12175,13.46
12176,13.46
12177,13.47
12178,13.5
12179,13.53
12180,13.56
12181,13.59
12182,13.63
12183,13.68
12184,13.73
12185,13.77
12186,13.79
12187,13.8
12188,13.8
12189,13.77
12190,13.74
12191,13.71
12192,13.7
12193,13.72
12194,13.74
12195,13.77
12196,13.78
12197,13.8
12198,13.81
12199,13.82
12200,13.85
12201,13.86
12202,13.87
12203,13.89
12204,13.9
12205,13.93
12206,13.97
12207,14.01
12208,14.07
12209,14.12
12210,14.15
12211,14.16
12212,14.17
12213,14.15
12214,14.12
12215,14.09
12216,14.05
12217,14.0
12218,13.97
12219,13.95
12220,13.94
12221,13.94
12222,13.94
12223,13.95
12224,13.95
12225,13.95
12226,13.94
12227,13.94
12228,13.75
12229,14.09
12230,14.13
12231,14.18
12232,7.35
12233,14.32
12234,14.37
12235,14.39
12236,14.41
12237,14.37
12238,14.31
12239,14.26
12240,14.23
12241,14.21
12242,14.19
12243,14.18
12244,14.17
12245,14.17
12246,14.15
12247,14.15
12248,14.14
12249,14.12
12250,14.11
12251,14.13
12252,14.15
12253,14.19
12254,14.23
12255,14.24
12256,14.25
12257,14.27
12258,14.28
12259,14.28
12260,14.27
12261,14.27
12262,14.25
12263,14.23
12264,14.22
12265,14.22
12266,14.22
12267,14.24
12268,14.25
12269,14.27
12270,14.28
12271,14.29
12272,14.3
12273,14.31
12274,14.32
12275,14.33
12276,14.35
12277,14.38
12278,14.42
12279,14.47
12280,14.53
12281,14.59
12282,14.65
12283,14.66
12284,14.65
12285,14.64
12286,14.62
12287,14.6
12288,14.58
12289,14.56
12290,14.55
12291,14.55
12292,14.56
12293,14.56
12294,14.57
12295,14.56
12296,14.56
12297,14.57
12298,14.58
12299,14.6
12300,14.61
12301,14.64
12302,14.65
12303,14.68
12304,14.71
12305,14.75
12306,14.79
12307,14.83
12308,14.86
12309,14.88
12310,14.91
12311,14.92
12312,14.92
12313,14.92
12314,14.91
12315,14.91
12316,14.91
12317,14.91
12318,14.9
12319,14.91
12320,14.92
12321,14.96
12322,15.02
12323,15.04
12324,15.07
12325,15.12
12326,15.15
12327,15.19
12328,15.24
12329,15.28
12330,15.34
12331,15.4
12332,15.45
12333,15.46
12334,15.45
12335,15.44
12336,15.44
12337,15.43
12338,15.43
12339,15.42
12340,15.41
12341,15.42
12342,15.42
12343,15.42
12344,15.42
12345,15.41
12346,15.4
12347,15.39
12348,15.42
12349,15.47
12350,15.51
12351,15.54
12352,15.59
12353,15.65
12354,15.69
12355,15.71
12356,15.69
12357,15.67
12358,15.63
12359,15.59
12360,15.55
12361,15.51
12362,15.48
12363,15.45
12364,15.42
12365,15.4
12366,15.38
12367,15.37
12368,15.36
12369,15.36
12370,15.37
12371,15.39
12372,15.41
12373,15.45
12374,15.51
12375,15.56
12376,15.63
12377,15.69
12378,15.74
12379,15.76
12380,15.76
12381,15.74
12382,15.71
12383,15.67
12384,15.64
12385,15.61
12386,15.59
12387,15.56
12388,15.54
12389,15.51
12390,15.49
12391,15.47
12392,15.46
12393,15.45
12394,15.45
12395,15.45
12396,15.46
12397,15.48
12398,15.49
12399,15.5
12400,15.52
12401,15.55
12402,15.59
12403,15.6
12404,15.56
12405,15.5
12406,15.42
12407,15.36
12408,15.32
12409,15.29
12410,15.27
12411,15.25
12412,15.24
12413,15.22
12414,15.21
12415,15.2
12416,15.18
12417,15.15
12418,15.15
12419,15.17
12420,15.2
12421,15.28
12422,15.4
12423,15.5
12424,15.61
12425,15.69
12426,15.72
12427,15.71
12428,15.67
12429,15.61
12430,15.54
12431,15.47
12432,15.38
12433,15.28
12434,15.21
12435,15.15
12436,15.12
12437,15.09
12438,15.05
12439,15.02
12440,15.01
12441,14.98
12442,14.96
12443,14.96
12444,14.97
12445,14.98
12446,15.01
12447,15.04
12448,15.09
12449,15.16
12450,15.2
12451,15.21
12452,15.22
12453,15.22
12454,15.22
12455,15.23
12456,15.2
12457,15.17
12458,15.14
12459,15.12
12460,15.11
12461,15.11
12462,15.1
12463,15.1
12464,15.1
12465,15.09
12466,15.08
12467,15.09
12468,15.12
12469,15.15
12470,15.21
12471,15.26
12472,15.33
12473,15.39
12474,15.43
12475,15.46
12476,15.49
12477,15.49
12478,15.47
12479,15.44
12480,15.42
12481,15.4
12482,15.37
12483,15.35
12484,15.33
12485,15.32
12486,15.31
12487,15.3
12488,15.28
12489,15.25
12490,15.22
12491,15.19
12492,15.19
12493,15.2
12494,15.22
12495,15.26
12496,15.3
12497,15.34
12498,15.38
12499,15.38
12500,15.38
12501,15.37
12502,15.34
12503,15.32
12504,15.3
12505,15.27
12506,15.25
12507,15.23
12508,15.22
12509,15.21
12510,15.21
12511,15.21
12512,15.21
12513,15.22
12514,15.23
12515,15.24
12516,15.26
12517,15.27
12518,15.29
12519,15.3
12520,15.33
12521,15.38
12522,15.44
12523,15.48
12524,15.52
12525,15.48
12526,15.43
12527,15.41
12528,15.39
12529,15.38
12530,15.37
12531,15.37
12532,15.36
12533,15.36
12534,15.36
12535,15.35
12536,15.35
12537,15.35
12538,15.35
12539,15.38
12540,15.42
12541,15.44
12542,15.46
12543,15.49
12544,15.5
12545,15.54
12546,15.56
12547,15.6
12548,15.64
12549,15.69
12550,15.73
12551,15.74
12552,15.7
12553,15.64
12554,15.58
12555,15.54
12556,15.52
12557,15.5
12558,15.49
12559,15.49
12560,15.49
12561,15.49
12562,15.51
12563,15.52
12564,15.54
12565,15.57
12566,15.59
12567,15.61
12568,15.64
12569,15.67
12570,15.71
12571,15.76
12572,15.8
12573,15.83
12574,15.81
12575,15.79
12576,15.74
12577,15.72
12578,15.7
12579,15.7
12580,15.69
12581,15.67
12582,15.66
12583,15.65
12584,15.63
12585,15.62
12586,15.61
12587,15.63
12588,15.65
12589,15.71
12590,15.77
12591,15.85
12592,15.91
12593,15.98
12594,16.01
12595,16.04
12596,16.06
12597,16.08
12598,16.08
12599,16.07
12600,16.04
12601,16.0
12602,15.96
12603,15.92
12604,15.89
12605,15.86
12606,15.84
12607,15.82
12608,15.8
12609,15.79
12610,15.77
12611,15.76
12612,15.76
12613,15.77
12614,15.79
12615,15.81
12616,15.85
12617,15.88
12618,15.93
12619,15.97
12620,15.99
12621,16.01
12622,16.02
12623,16.03
12624,16.05
12625,16.06
12626,16.08
12627,16.09
12628,16.09
12629,16.1
12630,16.1
12631,16.1
12632,16.1
12633,16.1
12634,16.11
12635,16.12
12636,16.13
12637,16.17
12638,16.21
12639,16.27
12640,16.33
12641,16.41
12642,16.5
12643,16.58
12644,16.67
12645,16.75
12646,16.78
12647,16.76
12648,16.74
12649,16.71
12650,16.68
12651,16.67
12652,16.66
12653,16.65
12654,16.64
12655,16.61
12656,16.57
12657,16.53
12658,16.51
12659,16.5
12660,16.5
12661,16.49
12662,16.51
12663,16.53
12664,16.58
12665,16.63
12666,16.69
12667,16.77
12668,16.82
12669,16.81
12670,16.74
12671,16.68
12672,16.63
12673,16.59
12674,16.55
12675,16.52
12676,16.49
12677,16.48
12678,16.47
12679,16.44
12680,16.42
12681,16.41
12682,16.4
12683,16.4
12684,16.42
12685,16.46
12686,16.49
12687,16.54
12688,16.6
12689,16.7
12690,16.78
12691,16.85
12692,16.87
12693,16.82
12694,16.77
12695,16.71
12696,16.67
12697,16.67
12698,16.66
12699,16.65
12700,16.63
12701,16.62
12702,16.61
12703,16.6
12704,16.58
12705,16.57
12706,16.56
12707,16.55
12708,16.57
12709,16.6
12710,16.61
12711,16.67
12712,16.72
12713,16.78
12714,16.85
12715,16.92
12716,16.93
12717,16.89
12718,16.82
12719,16.73
12720,16.65
12721,16.6
12722,16.58
12723,16.57
12724,16.56
12725,16.56
12726,16.58
12727,16.58
12728,16.58
12729,16.6
12730,16.61
12731,16.62
12732,16.66
12733,16.7
12734,16.7
12735,16.7
12736,16.71
12737,16.73
12738,16.76
12739,16.8
12740,16.84
12741,16.83
12742,16.79
12743,16.75
12744,16.73
12745,16.69
12746,16.66
12747,16.64
12748,16.63
12749,16.62
12750,16.63
12751,16.63
12752,16.64
12753,16.65
12754,16.66
12755,16.7
12756,16.74
12757,16.82
12758,16.89
12759,16.96
12760,17.01
12761,17.04
12762,17.06
12763,17.08
12764,17.1
12765,17.1
12766,17.08
12767,17.03
12768,17.0
12769,16.97
12770,16.95
12771,16.96
12772,16.97
12773,16.97
12774,16.97
12775,16.98
12776,16.98
12777,17.0
12778,17.01
12779,17.05
12780,17.08
12781,17.13
12782,17.19
12783,17.26
12784,17.33
12785,17.42
12786,17.49
12787,17.57
12788,17.57
12789,17.55
12790,17.52
12791,17.49
12792,17.46
12793,17.44
12794,17.43
12795,17.42
12796,17.41
12797,17.41
12798,17.4
12799,17.4
12800,17.41
12801,17.42
12802,17.44
12803,17.46
12804,17.5
12805,17.56
12806,17.59
12807,17.63
12808,17.69
12809,17.78
12810,17.88
12811,17.97
12812,17.98
12813,17.95
12814,17.9
12815,17.86
12816,17.83
12817,17.81
12818,17.79
12819,17.78
12820,17.77
12821,17.76
12822,17.76
12823,17.75
12824,17.74
12825,17.73
12826,17.73
12827,17.75
12828,17.75
12829,17.77
12830,17.77
12831,17.79
12832,17.84
12833,17.91
12834,18.01
12835,18.11
12836,18.15
12837,18.14
12838,18.08
12839,18.02
12840,17.97
12841,17.95
12842,17.93
12843,17.91
12844,17.9
12845,17.89
12846,17.88
12847,17.86
12848,17.84
12849,17.82
12850,17.83
12851,17.84
12852,17.87
12853,17.94
12854,17.99
12855,18.03
12856,18.07
12857,18.11
12858,18.17
12859,18.22
12860,18.29
12861,18.35
12862,18.36
12863,18.33
12864,18.31
12865,18.31
12866,18.33
12867,18.36
12868,18.38
12869,18.41
12870,18.42
12871,18.44
12872,18.43
12873,18.43
12874,18.42
12875,18.43
12876,18.44
12877,18.45
12878,18.45
12879,18.45
12880,18.44
12881,18.44
12882,18.49
12883,18.56
12884,18.6
12885,18.58
12886,18.53
12887,18.5
12888,18.51
12889,18.52
12890,18.52
12891,18.51
12892,18.5
12893,18.48
12894,18.45
12895,18.42
12896,18.41
12897,18.38
12898,18.38
12899,18.39
12900,18.43
12901,18.48
12902,18.51
12903,18.55
12904,18.62
12905,18.71
12906,18.8
12907,18.86
12908,18.86
12909,18.81
12910,18.76
12911,18.73
12912,18.72
12913,18.72
12914,18.73
12915,18.73
12916,18.72
12917,18.72
12918,18.72
12919,18.72
12920,18.74
12921,18.76
12922,18.8
12923,18.87
12924,18.97
12925,19.13
12926,19.25
12927,19.37
12928,19.46
12929,19.52
12930,19.55
12931,19.55
12932,19.55
12933,19.53
12934,19.49
12935,19.45
12936,19.43
12937,19.41
12938,19.4
12939,19.4
12940,19.41
12941,19.42
12942,19.43
12943,19.43
12944,19.43
12945,19.43
12946,19.44
12947,19.46
12948,19.47
12949,19.49
12950,19.52
12951,19.54
12952,19.55
12953,19.56
12954,19.56
12955,19.55
12956,19.51
12957,19.47
12958,19.45
12959,19.43
12960,19.44
12961,19.45
12962,19.45
12963,19.44
12964,19.44
12965,19.44
12966,19.43
12967,19.42
12968,19.41
12969,19.4
12970,19.41
12971,19.41
12972,19.43
12973,19.49
12974,19.52
12975,19.56
12976,19.65
12977,19.73
12978,19.87
12979,19.97
12980,20.01
12981,19.98
12982,19.9
12983,19.82
12984,19.73
12985,19.66
12986,19.61
12987,19.57
12988,19.54
12989,19.51
12990,19.47
12991,19.45
12992,19.42
12993,19.4
12994,19.39
12995,19.38
12996,19.39
12997,19.39
12998,19.39
12999,19.39
13000,19.4
13001,19.44
13002,19.48
13003,19.5
13004,19.51
13005,19.47
13006,19.4
13007,19.34
13008,19.31
13009,19.3
13010,19.29
13011,19.28
13012,19.28
13013,19.29
13014,19.33
13015,19.38
13016,19.44
13017,19.5
13018,19.57
13019,19.61
13020,19.68
13021,19.78
13022,19.85
13023,19.92
13024,19.97
13025,20.02
13026,20.08
13027,20.09
13028,20.09
13029,20.07
13030,20.02
13031,19.93
13032,19.83
13033,19.76
13034,19.74
13035,19.74
13036,19.74
13037,19.75
13038,19.76
13039,19.77
13040,19.78
13041,19.79
13042,19.82
13043,19.84
13044,19.89
13045,19.95
13046,20.0
13047,20.05
13048,20.13
13049,20.22
13050,20.31
13051,20.39
13052,20.39
13053,20.36
13054,20.33
13055,20.31
13056,20.31
13057,20.31
13058,20.31
13059,20.31
13060,20.3
13061,20.29
13062,20.29
13063,20.28
13064,20.27
13065,20.25
13066,20.25
13067,20.26
13068,20.27
13069,20.3
13070,20.32
13071,20.36
13072,20.4
13073,20.47
13074,20.52
13075,20.54
13076,20.55
13077,20.53
13078,20.5
13079,20.45
13080,20.42
13081,20.38
13082,20.35
13083,20.33
13084,20.3
13085,20.28
13086,20.25
13087,20.22
13088,20.2
13089,20.19
13090,20.18
13091,20.19
13092,20.24
13093,20.32
13094,20.4
13095,20.48
13096,20.55
13097,20.6
13098,20.63
13099,20.66
13100,20.66
13101,20.66
13102,20.65
13103,20.61
13104,20.58
13105,20.57
13106,20.55
13107,20.55
13108,20.53
13109,20.53
13110,20.52
13111,20.51
13112,20.5
13113,20.49
13114,20.52
13115,20.57
13116,20.64
13117,20.71
13118,20.77
13119,20.8
13120,20.81
13121,20.83
13122,20.82
13123,20.81
13124,20.8
13125,20.8
13126,20.8
13127,20.8
13128,20.8
13129,20.8
13130,20.8
13131,20.8
13132,20.81
13133,20.81
13134,20.8
13135,20.8
13136,20.79
13137,20.79
13138,20.8
13139,20.82
13140,20.83
13141,20.87
13142,20.9
13143,20.91
13144,20.92
13145,20.93
13146,20.94
13147,20.95
13148,20.95
13149,20.94
13150,20.93
13151,20.91
13152,20.9
13153,20.89
13154,20.87
13155,20.86
13156,20.85
13157,20.84
13158,20.84
13159,20.83
13160,20.83
13161,20.83
13162,20.84
13163,20.85
13164,20.86
13165,20.88
13166,20.89
13167,20.91
13168,20.93
13169,20.97
13170,21.02
13171,21.06
13172,21.11
13173,21.16
13174,21.21
13175,21.25
13176,21.31
13177,21.34
13178,21.35
13179,21.34
13180,21.35
13181,21.35
13182,21.34
13183,21.35
13184,21.34
13185,21.33
13186,21.32
13187,21.32
13188,21.35
13189,21.41
13190,21.49
13191,21.59
13192,21.66
13193,21.69
13194,21.69
13195,21.68
13196,21.68
13197,21.68
13198,21.67
13199,21.66
13200,21.65
13201,21.63
13202,21.62
13203,21.61
13204,21.61
13205,21.6
13206,21.6
13207,21.6
13208,21.6
13209,21.61
13210,21.62
13211,21.62
13212,21.63
13213,21.65
13214,21.67
13215,21.7
13216,21.75
13217,21.79
13218,21.83
13219,21.86
13220,21.88
13221,21.87
13222,21.85
13223,21.83
13224,21.82
13225,21.8
13226,21.77
13227,21.75
13228,21.74
13229,21.72
13230,21.71
13231,21.7
13232,21.7
13233,21.69
13234,21.69
13235,21.71
13236,21.74
13237,21.79
13238,21.84
13239,21.89
13240,21.94
13241,21.99
13242,22.01
13243,22.02
13244,22.02
13245,22.0
13246,21.95
13247,21.88
13248,21.81
13249,21.75
13250,21.71
13251,21.67
13252,21.64
13253,21.61
13254,21.59
13255,21.56
13256,21.54
13257,21.51
13258,21.48
13259,21.46
13260,21.46
13261,21.48
13262,21.49
13263,21.52
13264,21.56
13265,21.6
13266,21.64
13267,21.66
13268,21.65
13269,21.63
13270,21.6
13271,21.55
13272,21.5
13273,21.45
13274,21.39
13275,21.34
13276,21.3
13277,21.27
13278,21.24
13279,21.23
13280,21.22
13281,21.21
13282,21.2
13283,21.21
13284,21.23
13285,21.25
13286,21.28
13287,21.29
13288,21.31
13289,21.33
13290,21.34
13291,21.34
13292,21.32
13293,21.3
13294,21.27
13295,21.24
13296,21.21
13297,21.18
13298,21.14
13299,21.13
13300,21.11
13301,21.09
13302,21.08
13303,21.07
13304,21.07
13305,21.07
13306,21.09
13307,21.12
13308,21.16
13309,21.22
13310,21.26
13311,21.32
13312,21.36
13313,21.39
13314,21.43
13315,21.45
13316,21.44
13317,21.42
13318,21.36
13319,21.28
13320,21.2
13321,21.15
13322,21.1
13323,21.08
13324,21.06
13325,21.05
13326,21.03
13327,21.02
13328,21.01
13329,21.01
13330,21.02
13331,21.04
13332,21.08
13333,21.13
13334,21.2
13335,21.3
13336,21.41
13337,21.47
13338,21.5
13339,21.51
13340,21.51
13341,21.51
13342,21.48
13343,21.44
13344,21.42
13345,21.4
13346,21.39
13347,21.38
13348,21.37
13349,21.36
13350,21.36
13351,21.35
13352,21.38
13353,21.42
13354,21.47
13355,21.53
13356,21.59
13357,21.67
13358,21.73
13359,21.72
13360,21.76
13361,21.84
13362,21.94
13363,22.01
13364,22.07
13365,22.06
13366,22.02
13367,21.97
13368,21.95
13369,21.96
13370,21.96
13371,21.97
13372,21.99
13373,22.01
13374,22.03
13375,22.03
13376,22.03
13377,22.03
13378,22.04
13379,22.07
13380,22.1
13381,22.16
13382,22.24
13383,22.33
13384,22.41
13385,22.45
13386,22.46
13387,22.43
13388,22.36
13389,22.29
13390,22.23
13391,22.18
13392,22.15
13393,22.14
13394,22.12
13395,22.1
13396,22.08
13397,22.06
13398,22.04
13399,22.02
13400,22.0
13401,21.98
13402,21.98
13403,21.99
13404,21.98
13405,21.99
13406,21.99
13407,21.99
13408,21.99
13409,21.99
13410,22.01
13411,22.05
13412,22.09
13413,22.07
13414,22.03
13415,21.98
13416,21.94
13417,21.92
13418,21.91
13419,21.9
13420,21.89
13421,21.88
13422,21.86
13423,21.82
13424,21.79
13425,21.77
13426,21.76
13427,21.76
13428,21.76
13429,21.77
13430,21.81
13431,21.87
13432,21.94
13433,21.97
13434,22.02
13435,22.06
13436,22.07
13437,22.06
13438,22.03
13439,22.01
13440,21.98
13441,21.97
13442,21.95
13443,21.93
13444,21.92
13445,21.94
13446,21.94
13447,21.94
13448,21.96
13449,21.98
13450,22.02
13451,22.07
13452,22.13
13453,22.19
13454,22.24
13455,22.27
13456,22.28
13457,22.3
13458,22.31
13459,22.3
13460,22.29
13461,22.26
13462,22.21
13463,22.15
13464,22.1
13465,22.06
13466,22.02
13467,21.99
13468,21.96
13469,21.93
13470,21.91
13471,21.9
13472,21.88
13473,21.87
13474,21.87
13475,21.89
13476,21.92
13477,21.96
13478,22.0
13479,22.03
13480,22.05
13481,22.06
13482,22.08
13483,22.08
13484,22.06
13485,22.01
13486,21.95
13487,21.9
13488,21.86
13489,21.85
13490,21.83
13491,21.83
13492,21.82
13493,21.81
13494,21.8
13495,21.83
13496,21.89
13497,21.93
13498,21.99
13499,21.95
13500,21.94
13501,21.96
13502,21.99
13503,22.02
13504,22.07
13505,22.14
13506,22.2
13507,22.23
13508,22.25
13509,22.23
13510,22.19
13511,22.15
13512,22.12
13513,22.09
13514,22.09
13515,22.09
13516,22.1
13517,22.1
13518,22.11
13519,22.14
13520,22.16
13521,22.19
13522,22.23
13523,22.25
13524,22.3
13525,22.36
13526,22.42
13527,22.5
13528,22.56
13529,22.61
13530,22.62
13531,22.63
13532,22.63
13533,22.61
13534,22.6
13535,22.56
13536,22.54
13537,22.55
13538,22.58
13539,22.61
13540,22.67
13541,22.72
13542,22.77
13543,22.8
13544,22.82
13545,22.84
13546,22.86
13547,22.88
13548,22.92
13549,22.97
13550,23.01
13551,23.05
13552,23.1
13553,23.15
13554,23.18
13555,23.21
13556,23.23
13557,23.22
13558,23.21
13559,23.17
13560,23.12
13561,23.07
13562,22.99
13563,22.91
13564,22.85
13565,22.8
13566,22.76
13567,22.73
13568,22.7
13569,22.67
13570,22.66
13571,22.64
13572,22.62
13573,22.61
13574,22.6
13575,22.59
13576,22.59
13577,22.62
13578,22.61
13579,22.6
13580,22.56
13581,22.51
13582,22.45
13583,22.39
13584,22.33
13585,22.28
13586,22.23
13587,22.19
13588,22.15
13589,22.12
13590,22.1
13591,22.08
13592,22.07
13593,22.07
13594,22.08
13595,22.12
13596,22.15
13597,22.21
13598,22.29
13599,22.37
13600,22.42
13601,22.43
13602,22.43
13603,22.44
13604,22.43
13605,22.41
13606,22.37
13607,22.32
13608,22.28
13609,22.26
13610,22.25
13611,22.24
13612,22.23
13613,22.21
13614,22.2
13615,22.21
13616,22.22
13617,22.26
13618,22.3
13619,22.35
13620,22.44
13621,22.53
13622,22.62
13623,22.7
13624,22.77
13625,22.83
13626,22.88
13627,22.9
13628,22.9
13629,22.87
13630,22.81
13631,22.74
13632,22.68
13633,22.62
13634,22.58
13635,22.55
13636,22.54
13637,22.52
13638,22.51
13639,22.5
13640,22.49
13641,22.51
13642,22.53
13643,22.55
13644,22.58
13645,22.59
13646,22.61
13647,22.61
13648,22.66
13649,22.68
13650,22.7
13651,22.75
13652,22.79
13653,22.76
13654,22.72
13655,22.72
13656,22.71
13657,22.7
13658,22.68
13659,22.65
13660,22.62
13661,22.58
13662,22.53
13663,22.5
13664,22.44
13665,22.4
13666,22.39
13667,22.39
13668,22.39
13669,22.4
13670,22.42
13671,22.42
13672,22.45
13673,22.47
13674,22.51
13675,22.54
13676,22.58
13677,22.61
13678,22.59
13679,22.57
13680,22.54
13681,22.53
13682,22.52
13683,22.52
13684,22.51
13685,22.5
13686,22.5
13687,22.52
13688,22.54
13689,22.56
13690,22.57
13691,22.58
13692,22.64
13693,22.68
13694,22.72
13695,22.75
13696,22.78
13697,22.81
13698,22.85
13699,22.84
